eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
1073.0,-19.5,273,0.0022293448,0.12695312,1.7770146,-0.0022660815,0.059300464,0.154823899269104,15,1920,24.927831455000046,3840
1076.0,-19.666666666666668,274,0.0017115525,0.09863281,1.7815644,-0.004502594,0.03455005,0.21776831150054932,16,2048,25.860111523,4096
1033.25,-19.75,278,0.0016471173,0.10058594,1.7780011,-0.0034352597,0.054690734,0.2386784553527832,17,2176,26.78161817900002,4352
1033.25,-19.75,280,0.0011789016,0.08984375,1.7699621,-0.0030389964,0.06503087,-0.026914358139038086,18,2304,27.69433509700002,4608
1033.25,-19.75,287,0.0019753678,0.15820312,1.7683842,-0.006203211,0.04574262,0.295246958732605,19,2432,28.58646255800005,4864
1033.25,-19.75,201,0.0021688577,0.13574219,1.7810235,-0.0040420527,0.05071576,-0.017077326774597168,20,2560,29.855701444000033,5120
1033.25,-19.75,244,0.0006289108,0.0,1.7809021,-0.0015169298,0.05769878,0.23311913013458252,21,2688,30.90276075400004,5376
1033.25,-19.75,254,0.002216733,0.1484375,1.7715626,-0.0060886526,0.036629926,0.21390581130981445,22,2816,31.91076392800005,5632
979.4,-20.0,270,0.0015395512,0.08984375,1.7793709,-0.003246866,0.060772024,0.09775793552398682,23,2944,32.85660577700003,5888
983.3333333333334,-19.833333333333332,214,0.0023250263,0.13378906,1.765932,-0.0062105153,0.045916583,0.12282484769821167,24,3072,34.04817027400003,6144
983.3333333333334,-19.833333333333332,184,0.002785331,0.21386719,1.7711117,-0.007937972,0.04879663,0.11920058727264404,25,3200,35.43883813900004,6400
983.3333333333334,-19.833333333333332,183,0.0010417562,0.07421875,1.7717606,-0.0022150513,0.0341688,0.2930738925933838,26,3328,36.83813159800002,6656
983.3333333333334,-19.833333333333332,279,0.0015561408,0.10839844,1.7766645,-0.003954062,0.045036737,0.012237071990966797,27,3456,37.75568776100005,6912
983.3333333333334,-19.833333333333332,267,0.0017556117,0.1171875,1.7674621,-0.00530271,0.03650549,0.28447091579437256,28,3584,38.712496493,7168
983.3333333333334,-19.833333333333332,275,0.0019766816,0.17578125,1.7719285,-0.007355724,0.03571492,0.36733686923980713,29,3712,39.64275694400004,7424
952.375,-20.125,262,0.002831126,0.11425781,1.7689375,-0.006814869,0.0782767,0.20601743459701538,30,3840,40.61799969400005,7680
952.375,-20.125,277,0.0014675539,0.10546875,1.7586198,-0.000807517,0.039501563,0.14026743173599243,31,3968,41.54124220900002,7936
952.375,-20.125,267,0.0017594424,0.125,1.7514338,-0.0019234663,0.03421988,0.3066229820251465,32,4096,42.497222264000015,8192
952.375,-20.125,280,0.0026931346,0.24316406,1.7390608,-0.010162314,0.026791174,0.49704235792160034,33,4224,43.40872869400005,8448
952.375,-20.125,287,0.0014794637,0.07910156,1.7397643,-0.0035628933,0.015515921,0.7303304374217987,34,4352,44.298808694,8704
952.375,-20.125,286,0.0011235637,0.08886719,1.7456067,-0.0036263028,0.009274095,0.7892439365386963,35,4480,45.19268923200002,8960
